AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	291.0	37	5.0	328.0	240.0	8.0	23.0
NM_001142964	C22orf46	21.0	0	0.0	21.0	13.0	0.0	8.0
NM_015475	FAM98A	874.0	85	0.0	959.0	752.0	43.0	10.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	22.0	0	0.0	22.0	22.0	0.0	0.0
NM_032773	LRCH3	654.0	135	2.0	789.0	700.0	3.0	11.0
NM_001195076	C19orf81	65.0	0	0.0	65.0	56.0	0.0	9.0
NM_001350073	ZNF692	224.0	36	17.0	260.0	95.0	158.0	2.0
NM_001005291	SREBF1	7955.0	1496	16.0	9451.0	9044.0	90.0	15.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	297.0	77	19.0	374.0	268.0	30.0	6.0
NM_018210	NAXD	180.0	38	2.0	218.0	161.0	44.0	12.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1506.0	149	9.0	1655.0	1126.0	468.0	9.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	587.0	80	0.0	667.0	406.0	218.0	27.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_002561	P2RX5	18.0	8	0.0	26.0	17.0	6.0	0.0
NM_003772	JRKL	326.0	0	0.0	326.0	220.0	74.0	2.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	125.0	7	0.0	132.0	79.0	44.0	1.0
NM_001114086	CLIC5	1.0	0	1.0	1.0	0.0	0.0	0.0
NM_001204375	NPR3	4.0	0	0.0	4.0	3.0	1.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	33	0.0	33.0	6.0	0.0	0.0
NM_194460	RNF126	325.0	28	2.0	353.0	263.0	8.0	10.0
NM_001031743	CFAP206	5.0	0	0.0	5.0	4.0	1.0	0.0
NM_001329941	LIPT2	47.0	0	0.0	47.0	29.0	0.0	12.0
NM_002178	IGFBP6	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145297	EXOC7	1468.0	226	3.0	1694.0	1424.0	19.0	15.0
NM_152559	METTL27	18.0	9	0.0	27.0	18.0	3.0	0.0
NM_001300901	TCEAL4	292.0	0	55.0	292.0	291.0	0.0	1.0
NM_181708	BCDIN3D	158.0	1	1.0	159.0	109.0	0.0	2.0
NM_006012	CLPP	1006.0	294	3.0	1300.0	1246.0	11.0	6.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	1086.0	57	17.0	1143.0	132.0	361.0	8.0
NM_001136050	DHRS1	215.0	33	0.0	248.0	175.0	57.0	1.0
NM_000797	DRD4	2.0	0	1.0	2.0	1.0	0.0	1.0
NM_014975	MAST1	22.0	1	2.0	23.0	23.0	0.0	0.0
NM_001270616	PROX1	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_000417	IL2RA	192.0	24	5.0	216.0	98.0	103.0	7.0
NM_001731	BTG1	782.0	1	0.0	783.0	364.0	401.0	5.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	580.0	60	4.0	640.0	406.0	231.0	2.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	944.0	30	48.0	974.0	670.0	296.0	1.0
NM_001324321	MAST2	184.0	22	2.0	206.0	203.0	1.0	1.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	2161.0	521	0.0	2682.0	1195.0	1293.0	29.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	806.0	54	16.0	860.0	665.0	121.0	2.0
NM_001330332	CD70	900.0	107	170.0	1007.0	638.0	129.0	13.0
NM_004288	CYTIP	88.0	7	0.0	95.0	60.0	25.0	2.0
NM_001281432	ZNHIT3	612.0	60	295.0	672.0	219.0	3.0	5.0
NM_001170569	CXorf56	304.0	1	1.0	305.0	158.0	146.0	1.0
NM_014429	MORC1	3.0	0	4.0	3.0	3.0	0.0	0.0
NM_021025	TLX3	23.0	0	0.0	23.0	18.0	0.0	1.0
NM_031438	NUDT12	440.0	56	1.0	496.0	387.0	64.0	5.0
NM_014297	ETHE1	298.0	44	1.0	342.0	214.0	8.0	7.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	401.0	56	0.0	457.0	300.0	135.0	0.0
NM_021141	XRCC5	13712.0	3730	13.0	17442.0	15214.0	373.0	417.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015896	ZMYND10	3.0	1	0.0	4.0	3.0	0.0	0.0
NM_006811	SERINC3	5814.0	998	2.0	6812.0	5351.0	1207.0	78.0
NM_001320820	COQ10B	198.0	20	1.0	218.0	193.0	0.0	5.0
NM_001348397	ST3GAL4	105.0	20	5.0	125.0	105.0	4.0	0.0
