AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	52.0	8	4.0	60.0	42.0	0.0	5.0
NM_001142964	C22orf46	3.0	0	0.0	3.0	2.0	0.0	1.0
NM_015475	FAM98A	74.0	6	0.0	80.0	54.0	6.0	1.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	84.0	19	1.0	103.0	88.0	0.0	1.0
NM_001195076	C19orf81	14.0	0	0.0	14.0	13.0	0.0	1.0
NM_001350073	ZNF692	23.0	0	0.0	23.0	7.0	16.0	0.0
NM_001005291	SREBF1	900.0	135	6.0	1035.0	944.0	40.0	2.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	110.0	29	9.0	139.0	108.0	13.0	3.0
NM_018210	NAXD	49.0	7	0.0	56.0	35.0	19.0	2.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	421.0	51	0.0	472.0	266.0	188.0	4.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	336.0	39	0.0	375.0	191.0	174.0	6.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	0.0	1	0.0	1.0	1.0	0.0	0.0
NM_003772	JRKL	44.0	0	0.0	44.0	31.0	9.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	8.0	0	0.0	8.0	6.0	2.0	0.0
NM_001114086	CLIC5	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001204375	NPR3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	7	0.0	7.0	0.0	0.0	0.0
NM_194460	RNF126	79.0	9	1.0	88.0	40.0	7.0	0.0
NM_001031743	CFAP206	2.0	0	0.0	2.0	1.0	1.0	0.0
NM_001329941	LIPT2	9.0	0	0.0	9.0	5.0	0.0	1.0
NM_002178	IGFBP6	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001145297	EXOC7	246.0	34	0.0	280.0	218.0	9.0	0.0
NM_152559	METTL27	3.0	1	0.0	4.0	3.0	0.0	0.0
NM_001300901	TCEAL4	15.0	0	1.0	15.0	15.0	0.0	0.0
NM_181708	BCDIN3D	11.0	1	0.0	12.0	11.0	0.0	0.0
NM_006012	CLPP	146.0	53	0.0	199.0	191.0	3.0	0.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	150.0	8	19.0	158.0	22.0	74.0	0.0
NM_001136050	DHRS1	45.0	6	0.0	51.0	26.0	18.0	1.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	1.0	1	0.0	2.0	2.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	2.0	0	0.0	2.0	1.0	1.0	0.0
NM_001731	BTG1	273.0	1	3.0	274.0	89.0	179.0	2.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	67.0	8	1.0	75.0	38.0	36.0	1.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	55.0	0	0.0	55.0	43.0	12.0	0.0
NM_001324321	MAST2	34.0	3	1.0	37.0	35.0	0.0	1.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	260.0	28	0.0	288.0	118.0	154.0	9.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	101.0	2	2.0	103.0	78.0	16.0	0.0
NM_001330332	CD70	37.0	2	7.0	39.0	27.0	6.0	2.0
NM_004288	CYTIP	7.0	0	0.0	7.0	5.0	2.0	0.0
NM_001281432	ZNHIT3	98.0	11	40.0	109.0	38.0	0.0	0.0
NM_001170569	CXorf56	50.0	0	0.0	50.0	26.0	22.0	2.0
NM_014429	MORC1	3.0	0	1.0	3.0	2.0	0.0	1.0
NM_021025	TLX3	36.0	0	0.0	36.0	21.0	3.0	0.0
NM_031438	NUDT12	37.0	4	0.0	41.0	33.0	6.0	1.0
NM_014297	ETHE1	30.0	1	0.0	31.0	23.0	0.0	0.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	70.0	21	0.0	91.0	62.0	25.0	0.0
NM_021141	XRCC5	1358.0	371	0.0	1729.0	1483.0	64.0	34.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015896	ZMYND10	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006811	SERINC3	1404.0	232	0.0	1636.0	1175.0	369.0	19.0
NM_001320820	COQ10B	154.0	13	0.0	167.0	150.0	1.0	4.0
NM_001348397	ST3GAL4	9.0	1	0.0	10.0	8.0	0.0	0.0
NM_001355224	CCDC30	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	33.0	1	0.0	34.0	17.0	13.0	0.0
NM_003294	TPSAB1	45.0	0	0.0	45.0	44.0	0.0	1.0
NM_001297573	TRERF1	6.0	0	2.0	6.0	3.0	2.0	0.0
NM_018489	ASH1L	124.0	7	2.0	131.0	106.0	20.0	0.0
NM_024759	NIPAL2	20.0	3	0.0	23.0	15.0	2.0	0.0
NM_001101339	C12orf77	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001244666	STX5	233.0	40	16.0	273.0	195.0	28.0	26.0
NM_001102420	ZFAND5	1138.0	33	3.0	1171.0	199.0	933.0	23.0
NM_024508	ZBED2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007069	PLA2G16	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_016212	TP53TG3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001113511	ARHGEF7	69.0	8	1.0	77.0	73.0	0.0	4.0
NM_145719	TIGD3	3.0	0	0.0	3.0	1.0	0.0	0.0
NM_198517	TBC1D10C	5.0	3	0.0	8.0	6.0	1.0	0.0
NM_001318043	DTD1	34.0	4	0.0	38.0	21.0	2.0	4.0
NM_001038707	CDC42SE1	119.0	10	0.0	129.0	33.0	87.0	1.0
NM_001037666	CASTOR1	11.0	1	0.0	12.0	8.0	2.0	1.0
NM_001098409	GAGE12G	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001184819	GNL3L	333.0	37	2.0	370.0	303.0	53.0	1.0
NM_001353349	SPATA21	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007366	PLA2R1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002432	MNDA	45.0	2	0.0	47.0	39.0	7.0	1.0
NM_001289984	JADE2	42.0	8	1.0	50.0	36.0	11.0	0.0
