AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	79.0	6	2.0	85.0	53.0	2.0	2.0
NM_001142964	C22orf46	4.0	1	0.0	5.0	5.0	0.0	0.0
NM_015475	FAM98A	135.0	6	0.0	141.0	80.0	17.0	4.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	171.0	31	0.0	202.0	166.0	2.0	1.0
NM_001195076	C19orf81	23.0	0	1.0	23.0	19.0	0.0	4.0
NM_001350073	ZNF692	61.0	3	6.0	64.0	15.0	49.0	0.0
NM_001005291	SREBF1	874.0	131	5.0	1005.0	868.0	34.0	4.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	267.0	33	21.0	300.0	163.0	78.0	2.0
NM_018210	NAXD	94.0	3	1.0	97.0	44.0	46.0	7.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	889.0	85	2.0	974.0	382.0	544.0	10.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	742.0	37	0.0	779.0	222.0	545.0	8.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	1.0	0	0.0	1.0	0.0	0.0	0.0
NM_003772	JRKL	60.0	0	0.0	60.0	29.0	22.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	20.0	1	0.0	21.0	6.0	15.0	0.0
NM_001114086	CLIC5	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	11	0.0	11.0	1.0	0.0	0.0
NM_194460	RNF126	156.0	7	0.0	163.0	56.0	7.0	1.0
NM_001031743	CFAP206	2.0	0	0.0	2.0	0.0	2.0	0.0
NM_001329941	LIPT2	8.0	0	0.0	8.0	1.0	0.0	1.0
NM_002178	IGFBP6	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001145297	EXOC7	476.0	28	0.0	504.0	287.0	24.0	2.0
NM_152559	METTL27	10.0	7	1.0	17.0	9.0	4.0	0.0
NM_001300901	TCEAL4	30.0	0	10.0	30.0	30.0	0.0	0.0
NM_181708	BCDIN3D	37.0	0	0.0	37.0	17.0	0.0	1.0
NM_006012	CLPP	215.0	39	3.0	254.0	221.0	11.0	0.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	675.0	50	9.0	725.0	28.0	297.0	2.0
NM_001136050	DHRS1	72.0	10	0.0	82.0	30.0	46.0	0.0
NM_000797	DRD4	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	2.0	0	1.0	2.0	1.0	1.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001731	BTG1	606.0	0	0.0	606.0	86.0	487.0	9.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	132.0	12	1.0	144.0	54.0	89.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	162.0	13	8.0	175.0	70.0	96.0	1.0
NM_001324321	MAST2	34.0	6	0.0	40.0	40.0	0.0	0.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	497.0	72	1.0	569.0	169.0	365.0	2.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	227.0	20	2.0	247.0	133.0	98.0	0.0
NM_001330332	CD70	155.0	32	37.0	187.0	123.0	36.0	4.0
NM_004288	CYTIP	24.0	2	1.0	26.0	17.0	5.0	0.0
NM_001281432	ZNHIT3	152.0	10	43.0	162.0	31.0	0.0	0.0
NM_001170569	CXorf56	67.0	1	0.0	68.0	24.0	42.0	2.0
NM_014429	MORC1	2.0	0	4.0	2.0	2.0	0.0	0.0
