AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	243.0	30	14.0	273.0	180.0	3.0	29.0
NM_001142964	C22orf46	26.0	1	0.0	27.0	22.0	0.0	5.0
NM_015475	FAM98A	532.0	41	1.0	573.0	377.0	32.0	4.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	552.0	91	5.0	643.0	541.0	11.0	12.0
NM_001195076	C19orf81	33.0	0	1.0	33.0	31.0	0.0	2.0
NM_001350073	ZNF692	99.0	7	6.0	106.0	31.0	73.0	1.0
NM_001005291	SREBF1	3472.0	461	10.0	3933.0	3580.0	81.0	8.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	299.0	44	30.0	343.0	240.0	30.0	1.0
NM_018210	NAXD	152.0	13	2.0	165.0	93.0	64.0	6.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	2405.0	229	16.0	2634.0	1050.0	1511.0	28.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	360.0	33	1.0	393.0	169.0	212.0	8.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	78.0	7	1.0	85.0	42.0	42.0	0.0
NM_003772	JRKL	191.0	0	0.0	191.0	106.0	56.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	42.0	0	1.0	42.0	13.0	23.0	0.0
NM_001114086	CLIC5	2.0	1	6.0	3.0	3.0	0.0	0.0
NM_001204375	NPR3	156.0	8	0.0	164.0	131.0	10.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	1.0	27	0.0	28.0	4.0	1.0	0.0
NM_194460	RNF126	323.0	16	5.0	339.0	133.0	17.0	6.0
NM_001031743	CFAP206	0.0	0	0.0	0.0	0.0	0.0	0.0
