AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	403.0	9	68.0	412.0	93.0	19.0	285.0
NM_001142964	C22orf46	67.0	0	4.0	67.0	16.0	0.0	51.0
NM_015475	FAM98A	166.0	18	69.0	184.0	113.0	4.0	59.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	222.0	55	521.0	277.0	250.0	11.0	5.0
NM_001195076	C19orf81	11.0	0	2.0	11.0	7.0	0.0	4.0
NM_001350073	ZNF692	103.0	12	31.0	115.0	48.0	53.0	12.0
NM_001005291	SREBF1	918.0	108	274.0	1026.0	841.0	23.0	156.0
NM_138803	CCDC148	2.0	0	24.0	2.0	1.0	1.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	198.0	21	119.0	219.0	89.0	11.0	119.0
NM_018210	NAXD	214.0	15	141.0	229.0	101.0	12.0	116.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1748.0	76	1750.0	1824.0	773.0	224.0	803.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	178.0	11	28.0	189.0	83.0	30.0	74.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	39.0	5	13.0	44.0	28.0	5.0	9.0
NM_003772	JRKL	156.0	0	0.0	156.0	80.0	21.0	55.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	134.0	4	31.0	138.0	65.0	15.0	56.0
NM_001114086	CLIC5	5.0	0	10.0	5.0	2.0	0.0	3.0
NM_001204375	NPR3	196.0	4	102.0	200.0	71.0	4.0	124.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	3.0	6	0.0	9.0	2.0	4.0	0.0
NM_194460	RNF126	59.0	4	41.0	63.0	36.0	7.0	18.0
NM_001031743	CFAP206	1.0	0	3.0	1.0	1.0	0.0	0.0
NM_001329941	LIPT2	64.0	0	3.0	64.0	31.0	0.0	29.0
NM_002178	IGFBP6	8.0	0	1.0	8.0	6.0	0.0	2.0
NM_001145297	EXOC7	915.0	79	131.0	994.0	536.0	27.0	422.0
NM_152559	METTL27	4.0	1	2.0	5.0	4.0	0.0	1.0
NM_001300901	TCEAL4	111.0	0	27.0	111.0	80.0	0.0	30.0
NM_181708	BCDIN3D	61.0	0	14.0	61.0	27.0	3.0	28.0
NM_006012	CLPP	250.0	30	4.0	280.0	213.0	15.0	38.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	172.0	12	50.0	184.0	64.0	102.0	18.0
NM_001136050	DHRS1	30.0	5	16.0	35.0	24.0	5.0	3.0
NM_000797	DRD4	2.0	0	2.0	2.0	1.0	0.0	0.0
NM_014975	MAST1	6.0	2	8.0	8.0	7.0	0.0	1.0
NM_001270616	PROX1	1.0	0	1.0	1.0	1.0	0.0	0.0
NM_000417	IL2RA	27.0	4	58.0	31.0	12.0	2.0	16.0
NM_001731	BTG1	563.0	0	23.0	563.0	144.0	66.0	346.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	181.0	26	93.0	207.0	177.0	17.0	12.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	541.0	4	148.0	545.0	308.0	51.0	183.0
NM_001324321	MAST2	120.0	19	356.0	139.0	135.0	1.0	2.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	546.0	20	144.0	566.0	151.0	185.0	216.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	280.0	26	138.0	306.0	273.0	16.0	11.0
NM_001330332	CD70	8.0	3	6.0	11.0	8.0	0.0	3.0
NM_004288	CYTIP	254.0	29	316.0	283.0	170.0	16.0	82.0
NM_001281432	ZNHIT3	62.0	24	192.0	86.0	46.0	12.0	17.0
NM_001170569	CXorf56	77.0	0	24.0	77.0	24.0	8.0	45.0
NM_014429	MORC1	5.0	1	18.0	6.0	6.0	0.0	0.0
NM_021025	TLX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031438	NUDT12	110.0	4	31.0	114.0	53.0	8.0	51.0
NM_014297	ETHE1	206.0	39	32.0	245.0	187.0	28.0	19.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	272.0	8	45.0	280.0	157.0	15.0	104.0
NM_021141	XRCC5	2605.0	570	1505.0	3175.0	2285.0	182.0	647.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_015896	ZMYND10	9.0	2	0.0	11.0	7.0	0.0	2.0
NM_006811	SERINC3	1748.0	98	298.0	1846.0	772.0	111.0	924.0
NM_001320820	COQ10B	153.0	3	102.0	156.0	48.0	6.0	98.0
NM_001348397	ST3GAL4	726.0	88	903.0	814.0	490.0	35.0	257.0
NM_001355224	CCDC30	18.0	0	130.0	18.0	8.0	10.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	391.0	7	46.0	398.0	184.0	52.0	156.0
NM_003294	TPSAB1	247.0	6	0.0	253.0	161.0	6.0	86.0
NM_001297573	TRERF1	209.0	9	908.0	218.0	112.0	33.0	70.0
NM_018489	ASH1L	1023.0	52	1106.0	1075.0	897.0	41.0	132.0
NM_024759	NIPAL2	161.0	10	241.0	171.0	41.0	24.0	100.0
NM_001101339	C12orf77	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001244666	STX5	317.0	39	145.0	356.0	208.0	23.0	107.0
NM_001102420	ZFAND5	927.0	10	437.0	937.0	61.0	182.0	694.0
NM_024508	ZBED2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007069	PLA2G16	2.0	0	2.0	2.0	1.0	1.0	0.0
NM_016212	TP53TG3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001113511	ARHGEF7	194.0	31	1223.0	225.0	183.0	0.0	42.0
NM_145719	TIGD3	18.0	1	1.0	19.0	15.0	3.0	1.0
NM_198517	TBC1D10C	332.0	33	55.0	365.0	278.0	8.0	69.0
NM_001318043	DTD1	235.0	22	95.0	257.0	179.0	34.0	24.0
NM_001038707	CDC42SE1	1457.0	30	167.0	1487.0	107.0	216.0	1147.0
NM_001037666	CASTOR1	52.0	7	5.0	59.0	34.0	2.0	20.0
NM_001098409	GAGE12G	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001184819	GNL3L	451.0	19	82.0	470.0	187.0	13.0	263.0
NM_001353349	SPATA21	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_007366	PLA2R1	14.0	1	16.0	15.0	13.0	1.0	0.0
NM_002432	MNDA	159.0	10	129.0	169.0	121.0	25.0	17.0
NM_001289984	JADE2	475.0	25	207.0	500.0	278.0	20.0	198.0
NM_001017920	DAPL1	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001012643	MYPOP	33.0	1	13.0	34.0	17.0	0.0	15.0
NM_001164471	TSPY4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_080656	CDKN2AIPNL	95.0	2	21.0	97.0	45.0	15.0	30.0
NM_004297	GNA14	10.0	0	111.0	10.0	3.0	5.0	1.0
NM_138434	ZBED6CL	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018558	GABRQ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031905	ARMC10	144.0	9	159.0	153.0	60.0	54.0	26.0
NM_001331039	TRMT2A	304.0	38	26.0	342.0	248.0	43.0	45.0
NM_001243476	STARD13	49.0	1	494.0	50.0	30.0	0.0	20.0
NM_001289108	FAM96A	310.0	2	93.0	312.0	70.0	51.0	160.0
NM_032827	ATOH8	2.0	0	5.0	2.0	1.0	0.0	1.0
NM_005941	MMP16	2.0	0	7.0	2.0	0.0	0.0	2.0
NM_001025579	NDEL1	281.0	18	331.0	299.0	128.0	26.0	142.0
NM_002490	NDUFA6	317.0	21	29.0	338.0	252.0	0.0	86.0
NM_030966	KRTAP1-3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145777	FKBP5	220.0	15	997.0	235.0	107.0	33.0	88.0
NM_001017526	ARHGAP8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_173806	PDZD9	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_182983	HPN	1.0	0	1.0	1.0	1.0	0.0	0.0
NM_014241	HACD1	119.0	26	171.0	145.0	119.0	5.0	11.0
NM_001034996	RPL14	575.0	45	48.0	620.0	561.0	15.0	44.0
NM_001037442	RUFY3	128.0	6	265.0	134.0	74.0	5.0	55.0
NM_001058	TACR1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_138782	FCHO2	161.0	11	396.0	172.0	83.0	2.0	86.0
NM_006753	SURF6	247.0	2	26.0	249.0	128.0	17.0	101.0
NM_001354199	R3HDM1	259.0	20	1081.0	279.0	181.0	17.0	81.0
NM_001135147	SLC39A8	497.0	53	1515.0	550.0	412.0	103.0	17.0
NM_001129885	CPSF4L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_033070	HDHD5	259.0	18	71.0	277.0	185.0	7.0	76.0
NM_001001959	OR11L1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053278	TAAR8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002027	FNTA	298.0	8	346.0	306.0	176.0	25.0	97.0
NM_020547	AMHR2	24.0	4	5.0	28.0	27.0	0.0	1.0
NM_172175	IL15	10.0	1	47.0	11.0	1.0	3.0	7.0
NM_002199	IRF2	217.0	27	442.0	244.0	125.0	32.0	83.0
NM_004101	F2RL2	65.0	0	1.0	65.0	23.0	4.0	36.0
NM_001321601	LOC390877	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001347830	PDGFRA	3.0	0	5.0	3.0	1.0	0.0	2.0
NM_001322828	ZNF461	45.0	0	115.0	45.0	21.0	10.0	14.0
NM_005171	ATF1	213.0	15	164.0	228.0	105.0	24.0	90.0
NM_015634	KIF1BP	127.0	8	65.0	135.0	102.0	10.0	19.0
NM_032627	SSBP4	143.0	16	69.0	159.0	81.0	38.0	37.0
NM_001278419	C12orf42	1.0	0	16.0	1.0	0.0	1.0	0.0
NM_001005496	OR5D16	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006340	BAIAP2	35.0	6	58.0	41.0	25.0	12.0	4.0
NM_001289125	IFNAR2	335.0	25	591.0	360.0	224.0	30.0	99.0
NM_006065	SIRPB1	12.0	0	29.0	12.0	8.0	1.0	3.0
NM_001009812	LBX2	10.0	0	15.0	10.0	3.0	5.0	2.0
NM_004778	PTGDR2	367.0	4	3.0	371.0	182.0	16.0	169.0
NM_006646	WASF3	101.0	2	151.0	103.0	26.0	3.0	73.0
NM_014010	ASTN2	12.0	0	357.0	12.0	8.0	0.0	4.0
NM_032935	MT4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001098816	TENM4	0.0	0	24.0	0.0	0.0	0.0	0.0
NM_001099402	CCNK	161.0	23	213.0	184.0	86.0	25.0	62.0
NM_001126128	PROK2	6.0	0	17.0	6.0	1.0	0.0	4.0
NM_001031803	LLGL2	96.0	17	75.0	113.0	97.0	6.0	8.0
