AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	60.0	9	2.0	69.0	39.0	0.0	5.0
NM_001142964	C22orf46	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_015475	FAM98A	121.0	7	0.0	128.0	97.0	9.0	2.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	157.0	45	1.0	202.0	180.0	0.0	4.0
NM_001195076	C19orf81	9.0	0	1.0	9.0	8.0	0.0	1.0
NM_001350073	ZNF692	32.0	4	0.0	36.0	15.0	21.0	0.0
NM_001005291	SREBF1	685.0	124	1.0	809.0	738.0	39.0	1.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	172.0	40	7.0	212.0	154.0	29.0	3.0
NM_018210	NAXD	52.0	7	0.0	59.0	32.0	24.0	3.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	634.0	54	2.0	688.0	411.0	241.0	4.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	504.0	51	0.0	555.0	332.0	190.0	18.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003772	JRKL	53.0	0	0.0	53.0	26.0	20.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	11.0	0	0.0	11.0	8.0	2.0	0.0
NM_001114086	CLIC5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
