AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	187.0	14	3.0	201.0	94.0	5.0	4.0
NM_001142964	C22orf46	4.0	1	0.0	5.0	4.0	0.0	1.0
NM_015475	FAM98A	83.0	10	0.0	93.0	57.0	7.0	5.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	220.0	14	1.0	234.0	151.0	1.0	2.0
NM_001195076	C19orf81	32.0	0	1.0	32.0	30.0	0.0	2.0
NM_001350073	ZNF692	55.0	3	2.0	58.0	15.0	41.0	0.0
NM_001005291	SREBF1	1890.0	265	6.0	2155.0	1785.0	119.0	6.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	216.0	45	35.0	261.0	163.0	53.0	0.0
NM_018210	NAXD	89.0	8	3.0	97.0	44.0	45.0	6.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1003.0	92	4.0	1095.0	413.0	653.0	11.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	883.0	52	0.0	935.0	260.0	652.0	16.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_003772	JRKL	78.0	0	0.0	78.0	37.0	31.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	27.0	3	0.0	30.0	9.0	18.0	2.0
NM_001114086	CLIC5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	4.0	0	0.0	4.0	3.0	0.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	10	0.0	10.0	2.0	0.0	0.0
NM_194460	RNF126	342.0	24	3.0	366.0	106.0	28.0	6.0
NM_001031743	CFAP206	1.0	0	0.0	1.0	0.0	0.0	1.0
NM_001329941	LIPT2	25.0	0	0.0	25.0	15.0	0.0	4.0
NM_002178	IGFBP6	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001145297	EXOC7	413.0	38	0.0	451.0	277.0	24.0	4.0
NM_152559	METTL27	5.0	5	1.0	10.0	5.0	3.0	0.0
NM_001300901	TCEAL4	22.0	0	3.0	22.0	20.0	0.0	2.0
NM_181708	BCDIN3D	40.0	0	1.0	40.0	24.0	0.0	0.0
NM_006012	CLPP	324.0	49	5.0	373.0	316.0	15.0	0.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	569.0	26	46.0	595.0	40.0	262.0	2.0
NM_001136050	DHRS1	78.0	13	0.0	91.0	40.0	42.0	0.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	11.0	1	0.0	12.0	8.0	4.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
