AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	143.0	23	6.0	166.0	128.0	2.0	6.0
NM_001142964	C22orf46	10.0	0	0.0	10.0	6.0	0.0	4.0
NM_015475	FAM98A	480.0	51	0.0	531.0	458.0	14.0	4.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	446.0	108	7.0	554.0	522.0	5.0	9.0
NM_001195076	C19orf81	16.0	0	0.0	16.0	15.0	0.0	1.0
NM_001350073	ZNF692	100.0	13	2.0	113.0	44.0	68.0	0.0
NM_001005291	SREBF1	2473.0	361	6.0	2834.0	2714.0	32.0	5.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	180.0	61	3.0	241.0	202.0	12.0	3.0
NM_018210	NAXD	97.0	21	0.0	118.0	82.0	32.0	4.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1366.0	80	9.0	1446.0	943.0	469.0	9.0
NM_013369	DNMT3L	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_001135642	INPP5K	278.0	33	1.0	311.0	201.0	86.0	18.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	56.0	9	0.0	65.0	54.0	7.0	0.0
NM_003772	JRKL	156.0	0	0.0	156.0	113.0	30.0	2.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	38.0	3	0.0	41.0	32.0	7.0	1.0
NM_001114086	CLIC5	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001204375	NPR3	191.0	15	0.0	206.0	198.0	2.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	9	0.0	9.0	3.0	0.0	0.0
NM_194460	RNF126	235.0	25	0.0	260.0	168.0	6.0	5.0
NM_001031743	CFAP206	2.0	0	0.0	2.0	1.0	1.0	0.0
NM_001329941	LIPT2	59.0	0	0.0	59.0	39.0	0.0	13.0
NM_002178	IGFBP6	13.0	1	2.0	14.0	12.0	1.0	0.0
NM_001145297	EXOC7	1009.0	154	4.0	1163.0	975.0	17.0	8.0
NM_152559	METTL27	4.0	2	0.0	6.0	3.0	2.0	0.0
NM_001300901	TCEAL4	366.0	0	109.0	366.0	363.0	0.0	3.0
NM_181708	BCDIN3D	84.0	0	0.0	84.0	61.0	0.0	0.0
NM_006012	CLPP	473.0	80	2.0	553.0	528.0	10.0	2.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	261.0	21	24.0	282.0	72.0	107.0	7.0
NM_001136050	DHRS1	137.0	17	0.0	154.0	100.0	41.0	1.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	7.0	4	0.0	11.0	11.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	51.0	6	0.0	57.0	25.0	30.0	2.0
NM_001731	BTG1	757.0	5	2.0	762.0	501.0	244.0	5.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	179.0	23	5.0	202.0	159.0	43.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	309.0	7	5.0	316.0	265.0	45.0	2.0
NM_001324321	MAST2	138.0	13	3.0	151.0	151.0	0.0	0.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	632.0	57	1.0	689.0	346.0	279.0	9.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	319.0	30	9.0	349.0	292.0	29.0	0.0
NM_001330332	CD70	14.0	0	0.0	14.0	8.0	1.0	0.0
NM_004288	CYTIP	443.0	40	1.0	483.0	360.0	84.0	2.0
NM_001281432	ZNHIT3	122.0	51	119.0	173.0	104.0	0.0	1.0
NM_001170569	CXorf56	85.0	4	0.0	89.0	60.0	29.0	0.0
NM_014429	MORC1	1.0	0	1.0	1.0	1.0	0.0	0.0
NM_021025	TLX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031438	NUDT12	118.0	20	0.0	138.0	125.0	6.0	0.0
NM_014297	ETHE1	497.0	82	2.0	579.0	456.0	2.0	6.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	288.0	21	0.0	309.0	268.0	35.0	0.0
NM_021141	XRCC5	5534.0	1454	9.0	6988.0	6374.0	159.0	154.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_015896	ZMYND10	10.0	1	0.0	11.0	10.0	0.0	0.0
NM_006811	SERINC3	2507.0	417	2.0	2924.0	2496.0	306.0	31.0
NM_001320820	COQ10B	137.0	12	0.0	149.0	140.0	0.0	2.0
NM_001348397	ST3GAL4	768.0	119	48.0	887.0	723.0	29.0	15.0
