AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	668.0	24	99.0	692.0	184.0	21.0	470.0
NM_001142964	C22orf46	152.0	1	4.0	153.0	18.0	1.0	133.0
NM_015475	FAM98A	358.0	28	112.0	386.0	199.0	21.0	153.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	8.0	0	0.0	8.0	3.0	0.0	5.0
NM_032773	LRCH3	457.0	98	1225.0	555.0	507.0	14.0	16.0
NM_001195076	C19orf81	34.0	0	8.0	34.0	23.0	0.0	11.0
NM_001350073	ZNF692	373.0	28	123.0	401.0	170.0	185.0	42.0
NM_001005291	SREBF1	5450.0	571	1491.0	6021.0	4996.0	99.0	892.0
NM_138803	CCDC148	1.0	0	25.0	1.0	1.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	311.0	33	288.0	344.0	144.0	9.0	184.0
NM_018210	NAXD	510.0	34	443.0	544.0	219.0	15.0	309.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1971.0	84	1966.0	2055.0	1016.0	113.0	902.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	375.0	58	75.0	433.0	213.0	81.0	127.0
NM_001144954	C5orf47	0.0	0	3.0	0.0	0.0	0.0	0.0
NM_000729	CCK	1.0	0	1.0	1.0	0.0	0.0	1.0
NM_002561	P2RX5	14.0	3	9.0	17.0	14.0	1.0	2.0
NM_003772	JRKL	312.0	0	0.0	312.0	190.0	25.0	96.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	308.0	11	81.0	319.0	169.0	28.0	118.0
NM_001114086	CLIC5	0.0	0	29.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	14.0	1	20.0	15.0	3.0	1.0	11.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	4.0	4	0.0	8.0	3.0	4.0	0.0
NM_194460	RNF126	274.0	12	94.0	286.0	141.0	19.0	106.0
NM_001031743	CFAP206	2.0	0	6.0	2.0	1.0	0.0	0.0
NM_001329941	LIPT2	65.0	0	1.0	65.0	24.0	0.0	36.0
NM_002178	IGFBP6	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145297	EXOC7	1362.0	128	375.0	1490.0	891.0	24.0	562.0
NM_152559	METTL27	21.0	2	19.0	23.0	15.0	2.0	2.0
NM_001300901	TCEAL4	96.0	0	17.0	96.0	63.0	0.0	33.0
NM_181708	BCDIN3D	124.0	1	47.0	125.0	69.0	5.0	49.0
NM_006012	CLPP	614.0	83	22.0	697.0	563.0	27.0	93.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	373.0	40	151.0	413.0	158.0	214.0	41.0
NM_001136050	DHRS1	70.0	7	35.0	77.0	51.0	14.0	11.0
NM_000797	DRD4	17.0	0	17.0	17.0	16.0	0.0	1.0
NM_014975	MAST1	23.0	5	27.0	28.0	27.0	1.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
