AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	220.0	5	50.0	225.0	66.0	11.0	144.0
NM_001142964	C22orf46	37.0	0	2.0	37.0	11.0	0.0	26.0
NM_015475	FAM98A	54.0	3	16.0	57.0	31.0	2.0	24.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	185.0	31	432.0	216.0	190.0	14.0	4.0
NM_001195076	C19orf81	19.0	0	4.0	19.0	14.0	0.0	5.0
NM_001350073	ZNF692	86.0	9	27.0	95.0	31.0	51.0	11.0
NM_001005291	SREBF1	1251.0	123	465.0	1374.0	1128.0	39.0	200.0
NM_138803	CCDC148	0.0	0	5.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	194.0	12	104.0	206.0	78.0	9.0	115.0
NM_018210	NAXD	236.0	12	205.0	248.0	115.0	11.0	121.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	662.0	25	791.0	687.0	307.0	93.0	273.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	614.0	51	105.0	665.0	312.0	138.0	210.0
NM_001144954	C5orf47	6.0	0	16.0	6.0	0.0	0.0	6.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	1.0	0	2.0	1.0	0.0	0.0	1.0
NM_003772	JRKL	98.0	0	0.0	98.0	59.0	18.0	19.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	63.0	1	30.0	64.0	35.0	3.0	26.0
NM_001114086	CLIC5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	6.0	0	8.0	6.0	3.0	0.0	3.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_194460	RNF126	98.0	10	64.0	108.0	63.0	9.0	33.0
NM_001031743	CFAP206	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_001329941	LIPT2	15.0	0	2.0	15.0	10.0	0.0	5.0
NM_002178	IGFBP6	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001145297	EXOC7	730.0	70	149.0	800.0	473.0	20.0	295.0
NM_152559	METTL27	6.0	0	7.0	6.0	4.0	2.0	0.0
NM_001300901	TCEAL4	4.0	0	0.0	4.0	3.0	0.0	1.0
NM_181708	BCDIN3D	26.0	0	12.0	26.0	18.0	1.0	7.0
NM_006012	CLPP	180.0	22	15.0	202.0	151.0	7.0	31.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	122.0	9	43.0	131.0	41.0	73.0	17.0
NM_001136050	DHRS1	36.0	6	26.0	42.0	25.0	11.0	4.0
NM_000797	DRD4	2.0	0	4.0	2.0	2.0	0.0	0.0
NM_014975	MAST1	3.0	0	4.0	3.0	3.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	1.0	0	0.0	1.0	1.0	0.0	0.0
