AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	107.0	15	9.0	122.0	82.0	1.0	16.0
NM_001142964	C22orf46	15.0	0	0.0	15.0	6.0	0.0	9.0
NM_015475	FAM98A	563.0	48	1.0	611.0	468.0	22.0	2.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	433.0	85	9.0	518.0	487.0	2.0	8.0
NM_001195076	C19orf81	21.0	0	1.0	21.0	16.0	0.0	5.0
NM_001350073	ZNF692	67.0	14	5.0	81.0	29.0	48.0	1.0
NM_001005291	SREBF1	1754.0	228	6.0	1982.0	1841.0	62.0	5.0
NM_138803	CCDC148	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	208.0	73	13.0	281.0	204.0	17.0	2.0
NM_018210	NAXD	83.0	15	0.0	98.0	75.0	16.0	5.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1657.0	119	15.0	1776.0	1210.0	468.0	23.0
NM_013369	DNMT3L	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_001135642	INPP5K	247.0	24	0.0	271.0	154.0	95.0	20.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	46.0	10	2.0	56.0	42.0	10.0	1.0
NM_003772	JRKL	215.0	0	0.0	215.0	137.0	53.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	75.0	2	0.0	77.0	49.0	20.0	2.0
NM_001114086	CLIC5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	160.0	14	1.0	174.0	158.0	1.0	4.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	9	0.0	9.0	1.0	0.0	0.0
NM_194460	RNF126	182.0	25	0.0	207.0	137.0	12.0	2.0
