AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	173.0	25	8.0	198.0	149.0	3.0	15.0
NM_001142964	C22orf46	5.0	0	0.0	5.0	4.0	0.0	1.0
NM_015475	FAM98A	497.0	49	0.0	546.0	467.0	17.0	2.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	424.0	115	3.0	539.0	502.0	1.0	12.0
NM_001195076	C19orf81	18.0	0	1.0	18.0	15.0	0.0	3.0
NM_001350073	ZNF692	68.0	8	0.0	76.0	45.0	30.0	0.0
NM_001005291	SREBF1	3385.0	488	9.0	3873.0	3734.0	34.0	8.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	195.0	59	6.0	254.0	229.0	3.0	4.0
NM_018210	NAXD	95.0	22	1.0	117.0	95.0	18.0	4.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1522.0	101	7.0	1623.0	1198.0	390.0	11.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	262.0	38	0.0	300.0	198.0	90.0	7.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	44.0	5	0.0	49.0	42.0	6.0	0.0
NM_003772	JRKL	164.0	0	0.0	164.0	140.0	19.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	41.0	2	0.0	43.0	33.0	4.0	0.0
NM_001114086	CLIC5	4.0	0	4.0	4.0	4.0	0.0	0.0
NM_001204375	NPR3	155.0	11	0.0	166.0	156.0	1.0	2.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	2.0	4	0.0	6.0	2.0	2.0	0.0
NM_194460	RNF126	208.0	26	1.0	234.0	174.0	2.0	2.0
NM_001031743	CFAP206	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001329941	LIPT2	50.0	0	0.0	50.0	35.0	0.0	11.0
NM_002178	IGFBP6	10.0	3	0.0	13.0	12.0	0.0	0.0
NM_001145297	EXOC7	902.0	142	6.0	1044.0	923.0	5.0	8.0
NM_152559	METTL27	4.0	5	0.0	9.0	5.0	2.0	0.0
NM_001300901	TCEAL4	350.0	0	53.0	350.0	349.0	0.0	1.0
NM_181708	BCDIN3D	82.0	0	0.0	82.0	70.0	0.0	1.0
NM_006012	CLPP	517.0	87	3.0	604.0	593.0	5.0	1.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	346.0	19	4.0	365.0	122.0	101.0	5.0
NM_001136050	DHRS1	153.0	21	1.0	174.0	139.0	30.0	1.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	16.0	0	1.0	16.0	16.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	64.0	8	2.0	72.0	44.0	23.0	4.0
NM_001731	BTG1	977.0	9	0.0	986.0	755.0	203.0	11.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	159.0	11	4.0	170.0	140.0	30.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	305.0	1	13.0	306.0	267.0	38.0	0.0
NM_001324321	MAST2	120.0	12	3.0	132.0	131.0	0.0	1.0
