AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	223.0	16	4.0	239.0	116.0	6.0	7.0
NM_001142964	C22orf46	7.0	0	1.0	7.0	7.0	0.0	0.0
NM_015475	FAM98A	1165.0	101	0.0	1266.0	993.0	79.0	7.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	5.0	0	0.0	5.0	5.0	0.0	0.0
NM_032773	LRCH3	562.0	109	1.0	671.0	561.0	3.0	12.0
NM_001195076	C19orf81	61.0	0	0.0	61.0	58.0	0.0	3.0
NM_001350073	ZNF692	227.0	21	9.0	248.0	101.0	143.0	1.0
NM_001005291	SREBF1	5028.0	872	13.0	5900.0	5629.0	95.0	14.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	134.0	32	13.0	166.0	114.0	20.0	1.0
NM_018210	NAXD	129.0	14	1.0	143.0	98.0	41.0	4.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1538.0	120	17.0	1658.0	1151.0	456.0	11.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	299.0	30	0.0	329.0	190.0	119.0	19.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	27.0	3	0.0	30.0	21.0	7.0	0.0
NM_003772	JRKL	149.0	0	0.0	149.0	100.0	30.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	69.0	4	0.0	73.0	44.0	26.0	1.0
NM_001114086	CLIC5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001204375	NPR3	4.0	1	0.0	5.0	4.0	1.0	0.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	2.0	16	0.0	18.0	4.0	2.0	0.0
NM_194460	RNF126	424.0	42	1.0	466.0	275.0	18.0	8.0
NM_001031743	CFAP206	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001329941	LIPT2	42.0	0	0.0	42.0	24.0	0.0	11.0
NM_002178	IGFBP6	3.0	0	0.0	3.0	3.0	0.0	0.0
NM_001145297	EXOC7	902.0	135	2.0	1037.0	856.0	15.0	10.0
NM_152559	METTL27	3.0	1	1.0	4.0	4.0	0.0	0.0
NM_001300901	TCEAL4	163.0	0	55.0	163.0	162.0	0.0	1.0
NM_181708	BCDIN3D	102.0	2	0.0	104.0	70.0	0.0	0.0
NM_006012	CLPP	786.0	186	6.0	972.0	918.0	18.0	5.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	1062.0	66	71.0	1128.0	154.0	457.0	6.0
NM_001136050	DHRS1	99.0	16	0.0	115.0	69.0	41.0	0.0
NM_000797	DRD4	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_014975	MAST1	11.0	1	0.0	12.0	12.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	71.0	4	0.0	75.0	24.0	41.0	7.0
NM_001731	BTG1	307.0	1	0.0	308.0	124.0	177.0	5.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	426.0	50	4.0	476.0	327.0	147.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	457.0	24	13.0	481.0	353.0	122.0	0.0
NM_001324321	MAST2	143.0	18	2.0	161.0	156.0	0.0	1.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	1262.0	158	1.0	1420.0	690.0	653.0	14.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	569.0	30	26.0	599.0	493.0	70.0	0.0
NM_001330332	CD70	248.0	31	51.0	279.0	180.0	43.0	6.0
NM_004288	CYTIP	118.0	9	1.0	127.0	84.0	28.0	1.0
NM_001281432	ZNHIT3	415.0	43	175.0	458.0	131.0	2.0	8.0
NM_001170569	CXorf56	215.0	0	0.0	215.0	117.0	98.0	0.0
NM_014429	MORC1	6.0	0	3.0	6.0	6.0	0.0	0.0
NM_021025	TLX3	11.0	0	0.0	11.0	7.0	0.0	0.0
NM_031438	NUDT12	352.0	46	1.0	398.0	320.0	57.0	2.0
NM_014297	ETHE1	236.0	39	1.0	275.0	201.0	5.0	5.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	358.0	38	1.0	396.0	277.0	101.0	2.0
NM_021141	XRCC5	11998.0	3280	3.0	15278.0	13475.0	440.0	294.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_015896	ZMYND10	2.0	1	1.0	3.0	3.0	0.0	0.0
NM_006811	SERINC3	2892.0	413	1.0	3305.0	2412.0	739.0	52.0
NM_001320820	COQ10B	127.0	8	0.0	135.0	121.0	1.0	3.0
NM_001348397	ST3GAL4	58.0	13	3.0	71.0	58.0	3.0	1.0
NM_001355224	CCDC30	4.0	0	2.0	4.0	0.0	4.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	110.0	1	3.0	111.0	61.0	37.0	2.0
NM_003294	TPSAB1	256.0	0	0.0	256.0	255.0	0.0	1.0
