AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	320.0	34	9.0	354.0	224.0	7.0	27.0
NM_001142964	C22orf46	34.0	1	0.0	35.0	17.0	0.0	18.0
NM_015475	FAM98A	527.0	44	0.0	571.0	373.0	67.0	3.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	18.0	0	1.0	18.0	18.0	0.0	0.0
NM_032773	LRCH3	479.0	65	2.0	544.0	419.0	6.0	6.0
NM_001195076	C19orf81	99.0	0	4.0	99.0	91.0	0.0	8.0
NM_001350073	ZNF692	242.0	16	15.0	258.0	66.0	189.0	0.0
NM_001005291	SREBF1	6158.0	1046	26.0	7204.0	6482.0	206.0	17.0
NM_138803	CCDC148	1.0	0	0.0	1.0	0.0	1.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	249.0	27	27.0	276.0	153.0	54.0	3.0
NM_018210	NAXD	200.0	21	1.0	221.0	133.0	81.0	5.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	1402.0	126	15.0	1528.0	568.0	917.0	15.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	456.0	40	1.0	496.0	173.0	303.0	13.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	1	0.0	1.0	0.0	0.0	0.0
NM_002561	P2RX5	20.0	3	0.0	23.0	12.0	9.0	1.0
NM_003772	JRKL	226.0	0	0.0	226.0	95.0	86.0	1.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	91.0	4	0.0	95.0	30.0	61.0	1.0
NM_001114086	CLIC5	1.0	0	2.0	1.0	1.0	0.0	0.0
NM_001204375	NPR3	3.0	1	0.0	4.0	2.0	1.0	1.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	3.0	57	0.0	60.0	6.0	3.0	0.0
NM_194460	RNF126	432.0	30	3.0	462.0	190.0	33.0	4.0
NM_001031743	CFAP206	2.0	0	0.0	2.0	0.0	2.0	0.0
NM_001329941	LIPT2	44.0	0	1.0	44.0	25.0	0.0	11.0
NM_002178	IGFBP6	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001145297	EXOC7	900.0	87	3.0	987.0	673.0	47.0	5.0
NM_152559	METTL27	19.0	8	1.0	27.0	17.0	3.0	0.0
NM_001300901	TCEAL4	307.0	0	71.0	307.0	307.0	0.0	0.0
NM_181708	BCDIN3D	151.0	0	1.0	151.0	84.0	1.0	1.0
NM_006012	CLPP	964.0	187	7.0	1151.0	983.0	17.0	4.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	1589.0	87	15.0	1676.0	76.0	644.0	3.0
NM_001136050	DHRS1	196.0	16	0.0	212.0	85.0	87.0	2.0
NM_000797	DRD4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	18.0	1	5.0	19.0	14.0	4.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	167.0	11	2.0	178.0	57.0	104.0	6.0
NM_001731	BTG1	771.0	1	2.0	772.0	145.0	587.0	5.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	581.0	44	5.0	625.0	254.0	366.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	719.0	32	47.0	751.0	302.0	432.0	6.0
NM_001324321	MAST2	102.0	9	3.0	111.0	110.0	1.0	0.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	1392.0	414	0.0	1806.0	448.0	1273.0	9.0
NM_001321449	IZUMO2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_006594	AP4B1	470.0	29	27.0	499.0	280.0	158.0	0.0
NM_001330332	CD70	925.0	121	137.0	1046.0	582.0	153.0	11.0
NM_004288	CYTIP	58.0	3	0.0	61.0	25.0	26.0	0.0
NM_001281432	ZNHIT3	722.0	27	133.0	749.0	106.0	10.0	2.0
NM_001170569	CXorf56	228.0	1	0.0	229.0	60.0	167.0	2.0
NM_014429	MORC1	2.0	0	1.0	2.0	1.0	0.0	1.0
NM_021025	TLX3	11.0	1	0.0	12.0	7.0	3.0	0.0
NM_031438	NUDT12	270.0	42	1.0	312.0	146.0	118.0	3.0
NM_014297	ETHE1	394.0	17	0.0	411.0	111.0	9.0	0.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	296.0	68	2.0	364.0	138.0	194.0	0.0
NM_021141	XRCC5	7851.0	2141	12.0	9992.0	6345.0	1120.0	186.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	1.0	0	0.0	1.0	1.0	0.0	0.0
NM_015896	ZMYND10	5.0	0	0.0	5.0	1.0	3.0	1.0
NM_006811	SERINC3	3634.0	341	2.0	3975.0	1848.0	1757.0	44.0
NM_001320820	COQ10B	66.0	4	0.0	70.0	54.0	3.0	3.0
NM_001348397	ST3GAL4	111.0	13	14.0	124.0	72.0	10.0	1.0
NM_001355224	CCDC30	7.0	0	3.0	7.0	1.0	6.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	274.0	9	12.0	283.0	118.0	99.0	5.0
NM_003294	TPSAB1	200.0	1	0.0	201.0	198.0	1.0	2.0
NM_001297573	TRERF1	61.0	5	17.0	66.0	28.0	34.0	0.0
NM_018489	ASH1L	326.0	15	17.0	341.0	243.0	80.0	2.0
NM_024759	NIPAL2	146.0	7	3.0	153.0	50.0	18.0	5.0
NM_001101339	C12orf77	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001244666	STX5	508.0	67	50.0	575.0	326.0	130.0	36.0
NM_001102420	ZFAND5	1111.0	48	12.0	1159.0	131.0	973.0	11.0
NM_024508	ZBED2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007069	PLA2G16	3.0	1	0.0	4.0	0.0	3.0	0.0
NM_016212	TP53TG3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001113511	ARHGEF7	440.0	47	28.0	487.0	446.0	2.0	39.0
NM_145719	TIGD3	6.0	0	0.0	6.0	3.0	0.0	0.0
NM_198517	TBC1D10C	57.0	8	23.0	65.0	54.0	0.0	0.0
NM_001318043	DTD1	391.0	93	1.0	484.0	294.0	11.0	13.0
NM_001038707	CDC42SE1	1169.0	93	0.0	1262.0	160.0	1025.0	13.0
NM_001037666	CASTOR1	84.0	3	0.0	87.0	51.0	20.0	1.0
NM_001098409	GAGE12G	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001184819	GNL3L	1589.0	135	7.0	1724.0	1137.0	484.0	8.0
NM_001353349	SPATA21	0.0	0	2.0	0.0	0.0	0.0	0.0
NM_007366	PLA2R1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002432	MNDA	141.0	18	1.0	159.0	58.0	98.0	2.0
NM_001289984	JADE2	396.0	40	18.0	436.0	288.0	102.0	6.0
NM_001017920	DAPL1	1.0	0	0.0	1.0	0.0	0.0	0.0
NM_001012643	MYPOP	51.0	2	2.0	53.0	28.0	11.0	0.0
NM_001164471	TSPY4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_080656	CDKN2AIPNL	461.0	4	3.0	465.0	141.0	4.0	2.0
NM_004297	GNA14	6.0	0	0.0	6.0	2.0	1.0	1.0
NM_138434	ZBED6CL	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_018558	GABRQ	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031905	ARMC10	581.0	12	2.0	593.0	93.0	466.0	0.0
NM_001331039	TRMT2A	541.0	35	0.0	576.0	306.0	248.0	1.0
