AccNum	Gene	ExonReads	RefseqReads	IntronReads	GenomeRefseqReads	CD_GenomeRefseqReads	fpUTR_reads	tpUTR_reads
NM_001013649	C2orf68	197.0	48	8.0	245.0	197.0	2.0	21.0
NM_001142964	C22orf46	15.0	2	0.0	17.0	14.0	0.0	3.0
NM_015475	FAM98A	768.0	62	0.0	830.0	669.0	20.0	4.0
NM_001277304	POTEB	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_178160	OTOP2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032773	LRCH3	752.0	144	4.0	896.0	832.0	4.0	19.0
NM_001195076	C19orf81	18.0	0	0.0	18.0	15.0	0.0	3.0
NM_001350073	ZNF692	84.0	7	4.0	91.0	35.0	52.0	2.0
NM_001005291	SREBF1	4439.0	690	7.0	5129.0	4801.0	42.0	7.0
NM_138803	CCDC148	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001003750	OR8I2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_032846	RAB2B	345.0	112	25.0	457.0	359.0	20.0	8.0
NM_018210	NAXD	108.0	17	1.0	125.0	96.0	19.0	8.0
NM_015038	KIAA0754	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_004537	NAP1L1	2266.0	197	14.0	2463.0	1759.0	643.0	24.0
NM_013369	DNMT3L	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001135642	INPP5K	399.0	60	0.0	459.0	286.0	141.0	19.0
NM_001144954	C5orf47	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000729	CCK	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002561	P2RX5	63.0	20	0.0	83.0	65.0	15.0	0.0
NM_003772	JRKL	315.0	0	0.0	315.0	237.0	49.0	0.0
NM_000682	ADRA2B	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014650	ZNF432	64.0	3	1.0	67.0	46.0	20.0	1.0
NM_001114086	CLIC5	3.0	1	4.0	4.0	4.0	0.0	0.0
NM_001204375	NPR3	184.0	11	0.0	195.0	180.0	4.0	6.0
NM_001006117	RBMY1J	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001077663	URGCP	0.0	15	0.0	15.0	3.0	0.0	0.0
NM_194460	RNF126	214.0	25	1.0	239.0	186.0	1.0	2.0
NM_001031743	CFAP206	1.0	0	0.0	1.0	0.0	0.0	0.0
NM_001329941	LIPT2	79.0	0	1.0	79.0	52.0	0.0	21.0
NM_002178	IGFBP6	13.0	0	1.0	13.0	10.0	1.0	0.0
NM_001145297	EXOC7	1448.0	191	5.0	1639.0	1355.0	6.0	15.0
NM_152559	METTL27	6.0	2	0.0	8.0	6.0	1.0	0.0
NM_001300901	TCEAL4	551.0	0	83.0	551.0	547.0	0.0	4.0
NM_181708	BCDIN3D	142.0	3	1.0	145.0	118.0	0.0	1.0
NM_006012	CLPP	537.0	151	3.0	688.0	655.0	9.0	3.0
NM_006794	GPR75	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001206427	ATP5MD	852.0	40	11.0	892.0	189.0	211.0	7.0
NM_001136050	DHRS1	224.0	48	0.0	272.0	195.0	64.0	1.0
NM_000797	DRD4	0.0	0	1.0	0.0	0.0	0.0	0.0
NM_014975	MAST1	20.0	4	0.0	24.0	24.0	0.0	0.0
NM_001270616	PROX1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_000417	IL2RA	92.0	10	1.0	102.0	54.0	37.0	6.0
NM_001731	BTG1	2150.0	6	2.0	2156.0	1184.0	917.0	14.0
NM_001002231	KLK2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001283009	RTEL1	272.0	23	1.0	295.0	209.0	86.0	0.0
NM_001001918	OR14C36	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_053042	ZNF518B	600.0	15	30.0	615.0	480.0	129.0	3.0
NM_001324321	MAST2	180.0	17	1.0	197.0	191.0	0.0	5.0
NM_005958	MTNR1A	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_002700	POU4F3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_014587	SOX8	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001286076	RPA2	1314.0	213	1.0	1527.0	767.0	636.0	11.0
NM_001321449	IZUMO2	0.0	1	0.0	1.0	1.0	0.0	0.0
NM_006594	AP4B1	513.0	29	9.0	542.0	456.0	43.0	3.0
NM_001330332	CD70	18.0	4	2.0	22.0	18.0	1.0	0.0
NM_004288	CYTIP	657.0	65	1.0	722.0	516.0	117.0	5.0
NM_001281432	ZNHIT3	394.0	51	175.0	445.0	203.0	1.0	6.0
NM_001170569	CXorf56	139.0	2	0.0	141.0	101.0	38.0	2.0
NM_014429	MORC1	11.0	1	5.0	12.0	12.0	0.0	0.0
NM_021025	TLX3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_031438	NUDT12	158.0	11	1.0	169.0	141.0	14.0	4.0
NM_014297	ETHE1	528.0	107	2.0	635.0	486.0	0.0	10.0
NM_001001917	OR56A1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001321245	PLSCR5	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_021133	RNASEL	526.0	45	0.0	571.0	456.0	91.0	1.0
NM_021141	XRCC5	9364.0	2442	9.0	11806.0	10615.0	249.0	272.0
NM_002367	MAGEB4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_030630	HID1	2.0	0	0.0	2.0	2.0	0.0	0.0
NM_015896	ZMYND10	3.0	1	0.0	4.0	4.0	0.0	0.0
NM_006811	SERINC3	5130.0	913	2.0	6043.0	4961.0	849.0	99.0
NM_001320820	COQ10B	260.0	21	1.0	281.0	248.0	1.0	8.0
NM_001348397	ST3GAL4	918.0	177	53.0	1095.0	894.0	52.0	10.0
NM_001355224	CCDC30	5.0	0	1.0	5.0	1.0	4.0	0.0
NM_001330066	TP53TG3F	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001168247	SLFNL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001127266	TMEM129	240.0	12	7.0	252.0	169.0	45.0	6.0
NM_003294	TPSAB1	1319.0	0	0.0	1319.0	1311.0	0.0	8.0
NM_001297573	TRERF1	330.0	31	42.0	361.0	265.0	90.0	3.0
NM_018489	ASH1L	607.0	34	2.0	641.0	579.0	52.0	1.0
NM_024759	NIPAL2	149.0	19	5.0	168.0	125.0	8.0	17.0
NM_001101339	C12orf77	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001244666	STX5	862.0	195	38.0	1057.0	809.0	76.0	88.0
NM_001102420	ZFAND5	1312.0	62	9.0	1374.0	511.0	803.0	37.0
NM_024508	ZBED2	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007069	PLA2G16	16.0	0	0.0	16.0	9.0	4.0	1.0
NM_016212	TP53TG3	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001113511	ARHGEF7	801.0	155	19.0	956.0	900.0	0.0	56.0
NM_145719	TIGD3	12.0	1	0.0	13.0	8.0	4.0	0.0
NM_198517	TBC1D10C	293.0	58	27.0	351.0	323.0	0.0	0.0
NM_001318043	DTD1	616.0	152	3.0	768.0	652.0	9.0	15.0
NM_001038707	CDC42SE1	1549.0	172	1.0	1721.0	583.0	990.0	37.0
NM_001037666	CASTOR1	144.0	6	1.0	150.0	121.0	6.0	7.0
NM_001098409	GAGE12G	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001184819	GNL3L	1389.0	128	5.0	1517.0	1268.0	177.0	17.0
NM_001353349	SPATA21	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_007366	PLA2R1	16.0	2	0.0	18.0	16.0	1.0	0.0
NM_002432	MNDA	1035.0	120	0.0	1155.0	841.0	285.0	11.0
NM_001289984	JADE2	725.0	64	23.0	789.0	582.0	152.0	11.0
NM_001017920	DAPL1	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_001012643	MYPOP	67.0	5	2.0	72.0	46.0	14.0	0.0
NM_001164471	TSPY4	0.0	0	0.0	0.0	0.0	0.0	0.0
NM_080656	CDKN2AIPNL	109.0	3	1.0	112.0	72.0	0.0	0.0
NM_004297	GNA14	29.0	1	1.0	30.0	21.0	7.0	0.0
